title_id,name,job_family,level
98,Junior Sales,Sales,L2
99,Intern Platform,Platform,L1
100,Principal HR,HR,L6
101,Junior Data Science,Data Science,L2
102,Senior Data Engineering,Data Engineering,L4
103,Senior DevOps,DevOps,L4
104,Senior Analytics,Analytics,L4
105,Senior Platform,Platform,L4
106,Distinguished Finance,Finance,L7
107,Senior HR,HR,L4
108,Principal Data Engineering,Data Engineering,L6
109,Staff Analytics,Analytics,L5
110,Staff Platform,Platform,L5
111,Principal DevOps,DevOps,L6
112,Staff Marketing,Marketing,L5
113,Engineer Sales,Sales,L3
114,Senior Analytics,Analytics,L4
115,Engineer Finance,Finance,L3
116,Engineer Finance,Finance,L3
117,Staff Security,Security,L5
118,Junior Marketing,Marketing,L2
119,Engineer Platform,Platform,L3
120,Engineer Finance,Finance,L3
121,Engineer Platform,Platform,L3
122,Principal Security,Security,L6
123,Principal Platform,Platform,L6
124,Engineer Marketing,Marketing,L3
125,Engineer Marketing,Marketing,L3
126,Distinguished Finance,Finance,L7
127,Engineer Security,Security,L3
128,Staff Data Science,Data Science,L5
129,Senior Finance,Finance,L4
130,Distinguished Sales,Sales,L7
131,Distinguished DevOps,DevOps,L7
132,Engineer Analytics,Analytics,L3
133,Engineer Data Engineering,Data Engineering,L3
134,Engineer Data Science,Data Science,L3
135,Principal Marketing,Marketing,L6
136,Principal Security,Security,L6
137,Junior Marketing,Marketing,L2
138,Distinguished Platform,Platform,L7
139,Engineer Finance,Finance,L3
140,Principal Finance,Finance,L6
141,Junior Security,Security,L2
142,Staff Data Science,Data Science,L5
143,Junior HR,HR,L2
144,Intern Platform,Platform,L1
145,Junior Finance,Finance,L2
146,Intern Platform,Platform,L1
147,Senior Data Science,Data Science,L4
148,Principal DevOps,DevOps,L6
149,Intern Marketing,Marketing,L1
150,Intern Analytics,Analytics,L1
151,Junior Finance,Finance,L2
152,Principal Sales,Sales,L6
153,Senior Marketing,Marketing,L4
154,Distinguished Platform,Platform,L7
155,Engineer Security,Security,L3
156,Principal Security,Security,L6
157,Distinguished Data Engineering,Data Engineering,L7
158,Principal Data Science,Data Science,L6
159,Junior HR,HR,L2
160,Principal Finance,Finance,L6
161,Junior Data Engineering,Data Engineering,L2
162,Distinguished Sales,Sales,L7
163,Intern Analytics,Analytics,L1
164,Distinguished Sales,Sales,L7
165,Junior Marketing,Marketing,L2
166,Intern Security,Security,L1
167,Engineer Data Engineering,Data Engineering,L3
168,Staff HR,HR,L5
169,Engineer Data Science,Data Science,L3
170,Senior Security,Security,L4
171,Staff Finance,Finance,L5
172,Junior Marketing,Marketing,L2
173,Senior Finance,Finance,L4
174,Junior Security,Security,L2
175,Engineer Data Science,Data Science,L3
176,Principal Analytics,Analytics,L6
177,Principal Marketing,Marketing,L6
178,Principal Security,Security,L6
179,Intern Analytics,Analytics,L1
180,Distinguished DevOps,DevOps,L7
181,Staff Security,Security,L5
182,Junior Platform,Platform,L2
183,Distinguished HR,HR,L7
184,Distinguished Sales,Sales,L7
185,Staff Sales,Sales,L5
186,Intern DevOps,DevOps,L1
187,Principal Sales,Sales,L6
188,Junior Data Science,Data Science,L2
189,Senior Analytics,Analytics,L4
190,Junior DevOps,DevOps,L2
191,Engineer Data Engineering,Data Engineering,L3
192,Junior Sales,Sales,L2
193,Distinguished Marketing,Marketing,L7
194,Engineer Security,Security,L3
195,Staff Security,Security,L5
196,Intern HR,HR,L1
197,Principal Security,Security,L6
198,Principal DevOps,DevOps,L6
199,Intern Platform,Platform,L1
200,Senior Data Science,Data Science,L4
201,Junior Security,Security,L2
202,Principal Sales,Sales,L6
203,Principal Finance,Finance,L6
204,Principal Security,Security,L6
205,Principal Data Science,Data Science,L6
206,Engineer Security,Security,L3
207,Junior HR,HR,L2
208,Junior Platform,Platform,L2
209,Junior Marketing,Marketing,L2
210,Principal Marketing,Marketing,L6
211,Engineer HR,HR,L3
212,Principal Sales,Sales,L6
213,Senior Finance,Finance,L4
214,Distinguished Finance,Finance,L7
215,Distinguished Platform,Platform,L7
216,Principal Platform,Platform,L6
217,Distinguished HR,HR,L7
218,Staff Data Science,Data Science,L5
219,Staff Marketing,Marketing,L5
220,Intern DevOps,DevOps,L1
221,Intern HR,HR,L1
222,Distinguished Data Engineering,Data Engineering,L7
223,Staff Finance,Finance,L5
224,Staff Platform,Platform,L5
225,Junior Finance,Finance,L2
226,Engineer Analytics,Analytics,L3
227,Senior Finance,Finance,L4
228,Principal Data Science,Data Science,L6
229,Principal Platform,Platform,L6
230,Senior HR,HR,L4
231,Staff Data Science,Data Science,L5
232,Distinguished Marketing,Marketing,L7
233,Senior Data Engineering,Data Engineering,L4
234,Staff Analytics,Analytics,L5
235,Senior Sales,Sales,L4
236,Intern HR,HR,L1
237,Senior Finance,Finance,L4
238,Principal Security,Security,L6
239,Senior Data Engineering,Data Engineering,L4
240,Distinguished Security,Security,L7
241,Principal Data Engineering,Data Engineering,L6
242,Staff Platform,Platform,L5
243,Intern Data Science,Data Science,L1
244,Engineer Sales,Sales,L3
245,Staff Data Science,Data Science,L5
246,Intern Data Engineering,Data Engineering,L1
247,Intern Marketing,Marketing,L1
248,Senior Security,Security,L4
249,Distinguished Analytics,Analytics,L7
250,Distinguished Analytics,Analytics,L7
251,Engineer Sales,Sales,L3
252,Senior Sales,Sales,L4
253,Senior Sales,Sales,L4
254,Principal Data Science,Data Science,L6
255,Junior Finance,Finance,L2
256,Intern DevOps,DevOps,L1
257,Staff Analytics,Analytics,L5
258,Staff Sales,Sales,L5
259,Principal Analytics,Analytics,L6
260,Distinguished Platform,Platform,L7
261,Distinguished Data Engineering,Data Engineering,L7
262,Engineer Data Engineering,Data Engineering,L3
263,Principal Marketing,Marketing,L6
264,Senior Finance,Finance,L4
265,Senior Finance,Finance,L4
266,Junior Platform,Platform,L2
267,Engineer Marketing,Marketing,L3
268,Engineer Analytics,Analytics,L3
269,Principal Platform,Platform,L6
270,Intern Data Science,Data Science,L1
271,Staff Sales,Sales,L5
272,Junior Data Engineering,Data Engineering,L2
273,Intern Platform,Platform,L1
274,Staff Data Science,Data Science,L5
275,Senior Data Engineering,Data Engineering,L4
276,Principal HR,HR,L6
277,Junior Data Engineering,Data Engineering,L2
278,Senior Data Engineering,Data Engineering,L4
279,Junior Marketing,Marketing,L2
280,Junior Finance,Finance,L2
281,Junior Data Engineering,Data Engineering,L2
282,Engineer Finance,Finance,L3
283,Distinguished Platform,Platform,L7
284,Engineer HR,HR,L3
285,Staff HR,HR,L5
286,Junior DevOps,DevOps,L2
287,Junior Security,Security,L2
288,Junior Finance,Finance,L2
289,Engineer Sales,Sales,L3
290,Intern Security,Security,L1
291,Staff Finance,Finance,L5
292,Principal Analytics,Analytics,L6
293,Staff Sales,Sales,L5
294,Intern Marketing,Marketing,L1
295,Principal DevOps,DevOps,L6
296,Distinguished Sales,Sales,L7
297,Engineer Finance,Finance,L3
298,Senior Sales,Sales,L4
299,Engineer Analytics,Analytics,L3
300,Junior Sales,Sales,L2
301,Senior Finance,Finance,L4
302,Distinguished Platform,Platform,L7
303,Engineer Platform,Platform,L3
304,Distinguished Analytics,Analytics,L7
305,Intern Marketing,Marketing,L1
306,Senior Finance,Finance,L4
307,Staff Sales,Sales,L5
308,Junior Finance,Finance,L2
309,Junior Sales,Sales,L2
310,Junior Security,Security,L2
311,Principal DevOps,DevOps,L6
312,Senior Data Science,Data Science,L4
313,Intern DevOps,DevOps,L1
314,Principal Finance,Finance,L6
315,Intern Platform,Platform,L1
316,Senior Security,Security,L4
317,Staff HR,HR,L5
318,Distinguished Data Engineering,Data Engineering,L7
319,Junior Data Science,Data Science,L2
320,Principal HR,HR,L6
321,Junior Finance,Finance,L2
322,Junior Marketing,Marketing,L2
323,Engineer DevOps,DevOps,L3
324,Junior Data Engineering,Data Engineering,L2
325,Principal Platform,Platform,L6
326,Principal Data Science,Data Science,L6
327,Junior Marketing,Marketing,L2
328,Principal HR,HR,L6
329,Senior Platform,Platform,L4
330,Staff Platform,Platform,L5
331,Distinguished DevOps,DevOps,L7
332,Senior Security,Security,L4
333,Staff Marketing,Marketing,L5
334,Engineer DevOps,DevOps,L3
335,Engineer Security,Security,L3
336,Senior Finance,Finance,L4
337,Intern Marketing,Marketing,L1
338,Distinguished Marketing,Marketing,L7
339,Junior DevOps,DevOps,L2
340,Engineer DevOps,DevOps,L3
341,Intern Sales,Sales,L1
342,Distinguished HR,HR,L7
343,Principal Platform,Platform,L6
344,Intern Analytics,Analytics,L1
345,Staff Security,Security,L5
346,Staff HR,HR,L5
347,Engineer Sales,Sales,L3
348,Junior Analytics,Analytics,L2
349,Junior DevOps,DevOps,L2
350,Staff Sales,Sales,L5
351,Senior Platform,Platform,L4
352,Principal Finance,Finance,L6
353,Engineer DevOps,DevOps,L3
354,Principal Marketing,Marketing,L6
355,Senior Marketing,Marketing,L4
356,Principal Analytics,Analytics,L6
357,Junior DevOps,DevOps,L2
358,Principal Analytics,Analytics,L6
359,Senior Finance,Finance,L4
360,Staff Analytics,Analytics,L5
361,Staff Data Engineering,Data Engineering,L5
362,Distinguished Data Engineering,Data Engineering,L7
363,Distinguished Data Science,Data Science,L7
364,Distinguished Data Engineering,Data Engineering,L7
365,Senior Data Engineering,Data Engineering,L4
366,Distinguished Analytics,Analytics,L7
367,Intern Platform,Platform,L1
368,Intern Analytics,Analytics,L1
369,Staff Platform,Platform,L5
370,Engineer Marketing,Marketing,L3
371,Staff Data Engineering,Data Engineering,L5
372,Senior HR,HR,L4
373,Intern Marketing,Marketing,L1
374,Staff Data Engineering,Data Engineering,L5
375,Senior Finance,Finance,L4
376,Intern Data Engineering,Data Engineering,L1
377,Principal Finance,Finance,L6
378,Staff Security,Security,L5
379,Intern Security,Security,L1
380,Distinguished Finance,Finance,L7
381,Distinguished Sales,Sales,L7
382,Intern Analytics,Analytics,L1
383,Staff Data Science,Data Science,L5
384,Junior Analytics,Analytics,L2
385,Staff Platform,Platform,L5
386,Engineer Finance,Finance,L3
387,Engineer DevOps,DevOps,L3
388,Intern Sales,Sales,L1
389,Senior DevOps,DevOps,L4
390,Staff Marketing,Marketing,L5
391,Principal Platform,Platform,L6
392,Engineer Platform,Platform,L3
393,Principal Data Science,Data Science,L6
394,Intern Data Engineering,Data Engineering,L1
395,Senior Sales,Sales,L4
396,Staff Sales,Sales,L5
397,Intern Marketing,Marketing,L1
398,Principal Data Engineering,Data Engineering,L6
399,Intern Analytics,Analytics,L1
400,Distinguished Marketing,Marketing,L7
401,Principal Sales,Sales,L6
402,Staff DevOps,DevOps,L5
403,Staff Data Science,Data Science,L5
404,Junior Data Engineering,Data Engineering,L2
405,Distinguished Platform,Platform,L7
406,Senior HR,HR,L4
407,Intern Security,Security,L1
408,Principal Data Science,Data Science,L6
409,Staff Security,Security,L5
410,Principal HR,HR,L6
411,Junior Data Engineering,Data Engineering,L2
412,Intern DevOps,DevOps,L1
413,Staff Platform,Platform,L5
414,Distinguished Analytics,Analytics,L7
415,Intern Sales,Sales,L1
416,Junior Security,Security,L2
417,Junior HR,HR,L2
418,Distinguished HR,HR,L7
419,Principal Sales,Sales,L6
420,Engineer Finance,Finance,L3
421,Distinguished Sales,Sales,L7
422,Distinguished Analytics,Analytics,L7
423,Staff Data Science,Data Science,L5
424,Intern DevOps,DevOps,L1
425,Senior Data Science,Data Science,L4
426,Distinguished Platform,Platform,L7
427,Engineer Data Science,Data Science,L3
428,Distinguished HR,HR,L7
429,Staff HR,HR,L5
430,Distinguished Sales,Sales,L7
431,Intern DevOps,DevOps,L1
432,Distinguished Security,Security,L7
433,Senior Marketing,Marketing,L4
434,Engineer Platform,Platform,L3
435,Senior Finance,Finance,L4
436,Junior Sales,Sales,L2
437,Principal HR,HR,L6
438,Intern Sales,Sales,L1
439,Engineer HR,HR,L3
440,Principal Platform,Platform,L6
441,Intern Data Science,Data Science,L1
442,Junior Security,Security,L2
443,Principal Sales,Sales,L6
444,Principal Analytics,Analytics,L6
445,Engineer Sales,Sales,L3
446,Intern DevOps,DevOps,L1
447,Intern Data Science,Data Science,L1
448,Senior Security,Security,L4
449,Distinguished DevOps,DevOps,L7
450,Intern Security,Security,L1
451,Intern Analytics,Analytics,L1
452,Senior Analytics,Analytics,L4
453,Staff Marketing,Marketing,L5
454,Staff Finance,Finance,L5
455,Intern Sales,Sales,L1
456,Intern Data Engineering,Data Engineering,L1
457,Staff DevOps,DevOps,L5
458,Staff Data Science,Data Science,L5
459,Distinguished HR,HR,L7
460,Distinguished DevOps,DevOps,L7
461,Intern Sales,Sales,L1
462,Senior Security,Security,L4
463,Distinguished Sales,Sales,L7
464,Principal Data Science,Data Science,L6
465,Junior Finance,Finance,L2
466,Staff HR,HR,L5
467,Principal Analytics,Analytics,L6
468,Junior Sales,Sales,L2
469,Engineer Analytics,Analytics,L3
470,Engineer Security,Security,L3
471,Junior Marketing,Marketing,L2
472,Junior Data Science,Data Science,L2
473,Engineer Sales,Sales,L3
474,Engineer Sales,Sales,L3
475,Distinguished Marketing,Marketing,L7
476,Engineer Data Science,Data Science,L3
477,Junior Security,Security,L2
478,Staff Marketing,Marketing,L5
479,Junior HR,HR,L2
480,Intern Marketing,Marketing,L1
481,Engineer Analytics,Analytics,L3
482,Senior Data Engineering,Data Engineering,L4
483,Distinguished DevOps,DevOps,L7
484,Senior HR,HR,L4
485,Senior DevOps,DevOps,L4
486,Senior DevOps,DevOps,L4
487,Junior HR,HR,L2
488,Engineer Security,Security,L3
489,Principal HR,HR,L6
490,Senior Platform,Platform,L4
491,Junior DevOps,DevOps,L2
492,Engineer Sales,Sales,L3
493,Principal Security,Security,L6
494,Staff Marketing,Marketing,L5
495,Engineer Platform,Platform,L3
496,Engineer Sales,Sales,L3
497,Engineer Sales,Sales,L3
498,Staff Data Science,Data Science,L5
499,Staff Platform,Platform,L5
500,Junior Finance,Finance,L2
501,Intern Finance,Finance,L1
502,Principal Marketing,Marketing,L6
503,Senior Platform,Platform,L4
504,Distinguished Security,Security,L7
505,Distinguished Data Science,Data Science,L7
506,Principal Sales,Sales,L6
507,Junior Marketing,Marketing,L2
508,Junior Security,Security,L2
509,Principal Security,Security,L6
510,Principal Analytics,Analytics,L6
511,Distinguished Sales,Sales,L7
512,Intern Sales,Sales,L1
513,Staff Marketing,Marketing,L5
514,Staff Marketing,Marketing,L5
515,Staff Sales,Sales,L5
516,Distinguished Finance,Finance,L7
517,Staff Sales,Sales,L5
518,Distinguished Data Engineering,Data Engineering,L7
519,Principal DevOps,DevOps,L6
520,Staff Finance,Finance,L5
521,Intern Data Science,Data Science,L1
522,Principal Platform,Platform,L6
523,Junior DevOps,DevOps,L2
524,Intern HR,HR,L1
525,Principal HR,HR,L6
526,Distinguished Sales,Sales,L7
527,Distinguished DevOps,DevOps,L7
528,Intern Sales,Sales,L1
529,Intern Data Engineering,Data Engineering,L1
530,Junior Security,Security,L2
531,Principal Finance,Finance,L6
532,Staff Finance,Finance,L5
533,Principal HR,HR,L6
534,Junior HR,HR,L2
535,Engineer Marketing,Marketing,L3
536,Senior Sales,Sales,L4
537,Principal HR,HR,L6
538,Junior Finance,Finance,L2
539,Intern DevOps,DevOps,L1
540,Intern Marketing,Marketing,L1
541,Senior Security,Security,L4
542,Intern Data Science,Data Science,L1
543,Engineer Analytics,Analytics,L3
544,Engineer Security,Security,L3
545,Distinguished Marketing,Marketing,L7
546,Staff Platform,Platform,L5
547,Engineer Marketing,Marketing,L3
548,Intern Marketing,Marketing,L1
549,Principal Marketing,Marketing,L6
550,Engineer Marketing,Marketing,L3
551,Engineer Data Science,Data Science,L3
552,Distinguished Data Engineering,Data Engineering,L7
553,Intern Data Science,Data Science,L1
554,Principal DevOps,DevOps,L6
555,Principal Data Science,Data Science,L6
556,Principal Analytics,Analytics,L6
557,Staff Platform,Platform,L5
558,Staff Analytics,Analytics,L5
559,Engineer Analytics,Analytics,L3
560,Senior Finance,Finance,L4
561,Junior Marketing,Marketing,L2
562,Principal Sales,Sales,L6
563,Junior Analytics,Analytics,L2
564,Senior Sales,Sales,L4
565,Principal Data Engineering,Data Engineering,L6
566,Junior HR,HR,L2
567,Staff Marketing,Marketing,L5
568,Senior Sales,Sales,L4
569,Principal Data Engineering,Data Engineering,L6
570,Junior Platform,Platform,L2
571,Distinguished Security,Security,L7
572,Staff Data Science,Data Science,L5
573,Distinguished Data Science,Data Science,L7
574,Junior Finance,Finance,L2
575,Engineer DevOps,DevOps,L3
576,Senior Platform,Platform,L4
577,Engineer Data Science,Data Science,L3
578,Staff Marketing,Marketing,L5
579,Staff DevOps,DevOps,L5
580,Staff Sales,Sales,L5
581,Staff Sales,Sales,L5
582,Engineer Data Science,Data Science,L3
583,Distinguished DevOps,DevOps,L7
584,Staff Marketing,Marketing,L5
585,Distinguished Analytics,Analytics,L7
586,Staff Security,Security,L5
587,Intern HR,HR,L1
588,Engineer Analytics,Analytics,L3
589,Junior Data Science,Data Science,L2
590,Intern Security,Security,L1
591,Engineer Analytics,Analytics,L3
592,Staff Analytics,Analytics,L5
593,Senior Sales,Sales,L4
594,Junior HR,HR,L2
595,Senior HR,HR,L4
596,Junior Sales,Sales,L2
597,Principal Marketing,Marketing,L6
598,Principal Finance,Finance,L6
599,Staff Analytics,Analytics,L5
600,Senior Analytics,Analytics,L4
601,Junior Security,Security,L2
602,Engineer Analytics,Analytics,L3
603,Staff Marketing,Marketing,L5
604,Distinguished Data Engineering,Data Engineering,L7
605,Intern DevOps,DevOps,L1
606,Junior Marketing,Marketing,L2
607,Distinguished Platform,Platform,L7
608,Staff Sales,Sales,L5
609,Principal Finance,Finance,L6
610,Senior Marketing,Marketing,L4
611,Senior Marketing,Marketing,L4
612,Senior Marketing,Marketing,L4
613,Intern Analytics,Analytics,L1
614,Intern HR,HR,L1
615,Engineer Platform,Platform,L3
616,Engineer Data Engineering,Data Engineering,L3
617,Staff Platform,Platform,L5
618,Junior Security,Security,L2
619,Staff Marketing,Marketing,L5
620,Staff Marketing,Marketing,L5
621,Intern Finance,Finance,L1
622,Intern HR,HR,L1
623,Distinguished Security,Security,L7
624,Distinguished Finance,Finance,L7
625,Staff DevOps,DevOps,L5
626,Distinguished Data Engineering,Data Engineering,L7
627,Staff Marketing,Marketing,L5
628,Senior Platform,Platform,L4
629,Principal Data Science,Data Science,L6
630,Engineer Platform,Platform,L3
631,Senior Data Engineering,Data Engineering,L4
632,Engineer Security,Security,L3
633,Senior Data Science,Data Science,L4
634,Distinguished Data Science,Data Science,L7
635,Junior Platform,Platform,L2
636,Principal HR,HR,L6
637,Distinguished DevOps,DevOps,L7
638,Principal HR,HR,L6
639,Junior Sales,Sales,L2
640,Junior HR,HR,L2
641,Distinguished Platform,Platform,L7
642,Distinguished Platform,Platform,L7
643,Staff Data Engineering,Data Engineering,L5
644,Staff DevOps,DevOps,L5
645,Staff Security,Security,L5
646,Junior Finance,Finance,L2
647,Principal DevOps,DevOps,L6
648,Engineer Security,Security,L3
649,Engineer HR,HR,L3
650,Principal Finance,Finance,L6
651,Junior Data Science,Data Science,L2
652,Intern Sales,Sales,L1
653,Distinguished Security,Security,L7
654,Principal Analytics,Analytics,L6
655,Junior Analytics,Analytics,L2
656,Principal Analytics,Analytics,L6
657,Distinguished DevOps,DevOps,L7
658,Distinguished Platform,Platform,L7
659,Senior Sales,Sales,L4
660,Staff Analytics,Analytics,L5
661,Principal Security,Security,L6
662,Senior Sales,Sales,L4
663,Intern Marketing,Marketing,L1
664,Senior Data Science,Data Science,L4
665,Principal Finance,Finance,L6
666,Principal Security,Security,L6
667,Senior DevOps,DevOps,L4
668,Engineer Marketing,Marketing,L3
669,Intern HR,HR,L1
670,Principal Data Science,Data Science,L6
671,Principal Marketing,Marketing,L6
672,Distinguished DevOps,DevOps,L7
673,Distinguished Data Science,Data Science,L7
674,Senior Finance,Finance,L4
675,Senior Platform,Platform,L4
676,Senior Platform,Platform,L4
677,Engineer Security,Security,L3
678,Engineer Security,Security,L3
679,Staff Finance,Finance,L5
680,Staff Analytics,Analytics,L5
681,Distinguished Marketing,Marketing,L7
682,Principal DevOps,DevOps,L6
683,Intern Data Engineering,Data Engineering,L1
684,Principal Data Science,Data Science,L6
685,Intern Marketing,Marketing,L1
686,Distinguished Data Science,Data Science,L7
687,Senior Analytics,Analytics,L4
688,Intern Marketing,Marketing,L1
689,Junior Sales,Sales,L2
690,Principal Analytics,Analytics,L6
691,Junior Security,Security,L2
692,Intern Security,Security,L1
693,Engineer DevOps,DevOps,L3
694,Engineer Data Science,Data Science,L3
695,Intern Analytics,Analytics,L1
696,Principal Sales,Sales,L6
697,Principal Security,Security,L6
698,Senior Platform,Platform,L4
699,Principal Data Science,Data Science,L6
700,Intern Data Science,Data Science,L1
701,Senior Platform,Platform,L4
702,Junior Data Science,Data Science,L2
703,Junior HR,HR,L2
704,Principal Finance,Finance,L6
705,Intern Marketing,Marketing,L1
706,Principal Data Engineering,Data Engineering,L6
707,Distinguished DevOps,DevOps,L7
708,Distinguished Data Science,Data Science,L7
709,Principal Sales,Sales,L6
710,Senior Analytics,Analytics,L4
711,Junior Data Science,Data Science,L2
712,Intern Sales,Sales,L1
713,Intern Data Science,Data Science,L1
714,Engineer DevOps,DevOps,L3
715,Junior Security,Security,L2
716,Distinguished Sales,Sales,L7
717,Principal Analytics,Analytics,L6
718,Intern Analytics,Analytics,L1
719,Staff Finance,Finance,L5
720,Staff Data Engineering,Data Engineering,L5
721,Senior Analytics,Analytics,L4
722,Principal DevOps,DevOps,L6
723,Principal Platform,Platform,L6
724,Senior Analytics,Analytics,L4
725,Principal HR,HR,L6
726,Distinguished Marketing,Marketing,L7
727,Intern Platform,Platform,L1
728,Junior Data Science,Data Science,L2
729,Staff Data Science,Data Science,L5
730,Engineer Sales,Sales,L3
731,Engineer Sales,Sales,L3
732,Junior Analytics,Analytics,L2
733,Principal Security,Security,L6
734,Junior Data Science,Data Science,L2
735,Staff Finance,Finance,L5
736,Principal HR,HR,L6
737,Engineer HR,HR,L3
738,Distinguished Data Engineering,Data Engineering,L7
739,Junior Security,Security,L2
740,Staff Finance,Finance,L5
741,Junior Finance,Finance,L2
742,Engineer Sales,Sales,L3
743,Distinguished Data Engineering,Data Engineering,L7
744,Senior Platform,Platform,L4
745,Intern Sales,Sales,L1
746,Senior Platform,Platform,L4
747,Intern HR,HR,L1
748,Intern Finance,Finance,L1
749,Engineer DevOps,DevOps,L3
750,Senior Analytics,Analytics,L4
751,Senior HR,HR,L4
752,Staff DevOps,DevOps,L5
753,Distinguished Analytics,Analytics,L7
754,Distinguished Marketing,Marketing,L7
755,Intern Data Science,Data Science,L1
756,Intern HR,HR,L1
757,Engineer Data Engineering,Data Engineering,L3
758,Intern Platform,Platform,L1
759,Distinguished Data Engineering,Data Engineering,L7
760,Staff Sales,Sales,L5
761,Principal Security,Security,L6
762,Distinguished Finance,Finance,L7
763,Senior Sales,Sales,L4
764,Intern Sales,Sales,L1
765,Staff Finance,Finance,L5
766,Junior HR,HR,L2
767,Intern Security,Security,L1
768,Intern Security,Security,L1
769,Junior Finance,Finance,L2
770,Staff Analytics,Analytics,L5
771,Senior DevOps,DevOps,L4
772,Principal HR,HR,L6
773,Engineer Data Science,Data Science,L3
774,Principal Sales,Sales,L6
775,Intern Platform,Platform,L1
776,Intern Platform,Platform,L1
777,Intern Sales,Sales,L1
778,Staff Marketing,Marketing,L5
779,Intern HR,HR,L1
780,Principal Security,Security,L6
781,Intern Analytics,Analytics,L1
782,Principal Data Engineering,Data Engineering,L6
783,Principal Analytics,Analytics,L6
784,Junior Data Engineering,Data Engineering,L2
785,Engineer Marketing,Marketing,L3
786,Staff Finance,Finance,L5
787,Junior Security,Security,L2
788,Junior DevOps,DevOps,L2
789,Principal Security,Security,L6
790,Distinguished Data Science,Data Science,L7
791,Engineer Data Engineering,Data Engineering,L3
792,Engineer Sales,Sales,L3
793,Intern Finance,Finance,L1
794,Principal Security,Security,L6
795,Principal HR,HR,L6
796,Senior Data Science,Data Science,L4
797,Staff Marketing,Marketing,L5
798,Intern DevOps,DevOps,L1
799,Distinguished Marketing,Marketing,L7
800,Junior HR,HR,L2
801,Junior DevOps,DevOps,L2
802,Distinguished Security,Security,L7
803,Staff Data Science,Data Science,L5
804,Junior Data Science,Data Science,L2
805,Intern Finance,Finance,L1
806,Distinguished Data Engineering,Data Engineering,L7
