txn_id,txn_ts,student_id,item_id,item_name,category,qty,unit_price,discount_pct,payment_method
T0000059,2025-07-01 13:30:06,S1028,I04,Cold Coffee,Beverages,1,59.28,0,UPI
T0000060,2025-07-01 14:43:52,S1394,I04,Cold Coffee,Beverages,1,61.05,0,Cash
T0000061,2025-07-01 13:32:15,S1393,I01,Veg Puff,Snacks,1,24.7,15,UPI
T0000062,2025-07-01 13:52:30,S1093,I06,Poha,Breakfast,3,30.45,0,Cash
T0000063,2025-07-01 09:45:43,S1132,I04,Cold Coffee,Beverages,1,59.68,0,UPI
T0000064,2025-07-01 13:49:04,S1305,I03,Masala Sandwich,Sandwiches,5,43.86,0,UPI
T0000065,2025-07-01 09:03:37,S1227,I04,Cold Coffee,Beverages,1,59.81,0,UPI
T0000066,2025-07-01 12:55:00,S1201,I05,Cutting Chai,Beverages,2,9.4,0,Cash
T0000067,2025-07-01 08:56:27,S1228,I02,Samosa,Snacks,2,14.59,0,Card
T0000067,2025-07-01 08:56:27,S1013,I05,Cutting Chai,Beverages,1,8.99,25,Card
T0000068,2025-07-01 19:19:12,S1362,I04,Cold Coffee,Beverages,1,59.08,0,Cash
T0000069,2025-07-01 08:10:32,S1051,I02,Samosa,Snacks,1,16.17,0,Card
T0000070,2025-07-01 13:49:15,S1299,I03,Masala Sandwich,Sandwiches,1,46.29,0,UPI
T0000070,2025-07-01 13:49:15,S1371,I05,Cutting Chai,Beverages,1,10.33,0,Card
T0000071,2025-07-01 08:37:56,S1098,I06,Poha,Breakfast,1,29.01,15,UPI
T0000071,2025-07-01 08:37:56,S1228,I01,Veg Puff,Snacks,1,24.98,0,Cash
T0000072,2025-07-01 19:34:26,S1320,I01,Veg Puff,Snacks,1,25.8,0,UPI
T0000073,2025-07-01 14:17:18,S1086,I06,Poha,Breakfast,2,29.21,0,UPI
T0000074,2025-07-01 08:51:35,S1282,I01,Veg Puff,Snacks,2,26.08,0,UPI
T0000075,2025-07-01 17:52:27,S1186,I06,Poha,Breakfast,1,30.16,25,Card
T0000075,2025-07-01 17:52:27,S1334,I01,Veg Puff,Snacks,2,24.8,0,Card
T0000076,2025-07-01 17:27:24,S1154,I06,Poha,Breakfast,1,28.96,0,UPI
T0000077,2025-07-01 18:24:17,S1027,I04,Cold Coffee,Beverages,3,61.18,0,UPI
T0000077,2025-07-01 18:24:17,S1340,I02,Samosa,Snacks,1,15.67,10,Card
T0000078,2025-07-01 14:17:18,S1194,I02,Samosa,Snacks,1,16.11,0,UPI
T0000079,2025-07-01 09:36:54,S1188,I02,Samosa,Snacks,1,14.19,0,Card
T0000079,2025-07-01 09:36:54,S1291,I01,Veg Puff,Snacks,2,24.48,10,UPI
T0000080,2025-07-01 08:17:49,S1194,I05,Cutting Chai,Beverages,1,9.67,0,Card
T0000080,2025-07-01 08:17:49,S1204,I06,Poha,Breakfast,5,29.67,0,UPI
T0000081,2025-07-01 19:59:12,S1310,I04,Cold Coffee,Beverages,3,60.08,5,UPI
T0000082,2025-07-01 14:15:00,S1361,I04,Cold Coffee,Beverages,1,59.87,15,Cash
T0000082,2025-07-01 14:15:00,S1131,I01,Veg Puff,Snacks,2,24.48,0,UPI
T0000083,2025-07-01 09:03:53,S1104,I06,Poha,Breakfast,4,29.78,0,Card
T0000084,2025-07-01 18:46:06,S1217,I02,Samosa,Snacks,3,13.96,0,Card
T0000085,2025-07-01 12:29:54,S1291,I02,Samosa,Snacks,1,14.67,0,Cash
T0000086,2025-07-01 12:54:52,S1349,I03,Masala Sandwich,Sandwiches,2,45.37,0,Cash
T0000087,2025-07-01 13:52:40,S1136,I06,Poha,Breakfast,1,29.75,0,UPI
T0000087,2025-07-01 13:52:40,S1344,I02,Samosa,Snacks,1,15.31,0,Card
T0000088,2025-07-01 13:13:48,S1355,I05,Cutting Chai,Beverages,1,10.76,0,Cash
T0000089,2025-07-01 08:03:03,S1257,I05,Cutting Chai,Beverages,1,9.8,0,Card
T0000090,2025-07-01 08:40:57,S1322,I03,Masala Sandwich,Sandwiches,3,44.29,0,Cash
T0000091,2025-07-01 17:04:55,S1326,I06,Poha,Breakfast,1,31.67,5,UPI
T0000091,2025-07-01 17:04:55,S1273,I04,Cold Coffee,Beverages,1,60.29,0,Card
T0000092,2025-07-01 13:39:08,S1275,I03,Masala Sandwich,Sandwiches,2,45.02,0,UPI
T0000093,2025-07-01 13:14:52,S1172,I04,Cold Coffee,Beverages,3,60.8,10,Card
T0000093,2025-07-01 13:14:52,S1200,I05,Cutting Chai,Beverages,2,10.02,0,Cash
T0000094,2025-07-01 09:44:46,S1210,I02,Samosa,Snacks,1,14.54,0,Cash
T0000095,2025-07-01 12:38:32,S1245,I01,Veg Puff,Snacks,2,26.53,0,Card
T0000095,2025-07-01 12:38:32,S1280,I05,Cutting Chai,Beverages,2,10.2,0,Cash
T0000096,2025-07-01 08:13:08,S1344,I04,Cold Coffee,Beverages,1,59.87,0,Cash
T0000097,2025-07-01 13:26:34,S1021,I03,Masala Sandwich,Sandwiches,1,45.14,0,Card
T0000098,2025-07-01 08:08:01,S1274,I05,Cutting Chai,Beverages,1,9.3,0,Card
T0000098,2025-07-01 08:08:01,S1040,I04,Cold Coffee,Beverages,1,60.56,15,Card
T0000099,2025-07-01 08:53:20,S1259,I06,Poha,Breakfast,1,29.28,0,UPI
T0000100,2025-07-01 17:51:32,S1273,I02,Samosa,Snacks,1,15.62,0,UPI
T0000101,2025-07-01 14:37:14,S1216,I03,Masala Sandwich,Sandwiches,1,45.16,0,UPI
T0000101,2025-07-01 14:37:14,S1151,I05,Cutting Chai,Beverages,1,10.16,0,UPI
T0000102,2025-07-01 14:07:10,S1158,I05,Cutting Chai,Beverages,2,9.77,0,Card
T0000103,2025-07-01 12:24:20,S1191,I06,Poha,Breakfast,2,30.21,10,Cash
T0000104,2025-07-01 19:37:38,S1135,I06,Poha,Breakfast,2,30.08,0,Card
T0000105,2025-07-01 08:11:51,S1249,I06,Poha,Breakfast,1,31.33,15,UPI
T0000106,2025-07-01 12:29:24,S1332,I03,Masala Sandwich,Sandwiches,1,44.61,0,Cash
T0000107,2025-07-01 13:53:16,S1237,I06,Poha,Breakfast,2,30.41,0,UPI
T0000108,2025-07-01 12:59:47,S1268,I05,Cutting Chai,Beverages,1,10.12,0,Cash
T0000108,2025-07-01 12:59:47,S1231,I03,Masala Sandwich,Sandwiches,1,44.34,0,Card
T0000109,2025-07-01 14:02:40,S1397,I01,Veg Puff,Snacks,1,25.52,0,Card
T0000110,2025-07-01 13:00:00,S1206,I01,Veg Puff,Snacks,2,24.34,0,UPI
T0000111,2025-07-01 19:36:12,S1166,I03,Masala Sandwich,Sandwiches,1,44.43,0,Cash
T0000112,2025-07-01 08:09:37,S1218,I05,Cutting Chai,Beverages,3,10.01,0,UPI
T0000113,2025-07-01 17:52:09,S1324,I02,Samosa,Snacks,1,13.98,0,UPI
T0000113,2025-07-01 17:52:09,S1232,I06,Poha,Breakfast,1,29.8,0,UPI
T0000114,2025-07-01 08:03:32,S1266,I02,Samosa,Snacks,1,14.46,0,Cash
T0000115,2025-07-01 13:05:56,S1205,I05,Cutting Chai,Beverages,2,9.31,0,Card
T0000116,2025-07-01 17:34:02,S1149,I02,Samosa,Snacks,2,15.21,5,UPI
T0000117,2025-07-01 08:56:50,S1176,I02,Samosa,Snacks,1,16.32,0,UPI
T0000118,2025-07-01 12:01:41,S1175,I02,Samosa,Snacks,1,15.63,15,Cash
T0000119,2025-07-01 17:50:59,S1311,I04,Cold Coffee,Beverages,1,59.88,0,UPI
T0000120,2025-07-01 08:28:52,S1371,I01,Veg Puff,Snacks,1,24.42,0,UPI
T0000121,2025-07-01 14:43:27,S1322,I03,Masala Sandwich,Sandwiches,1,44.53,0,Cash
T0000122,2025-07-01 13:07:06,S1355,I04,Cold Coffee,Beverages,1,59.07,0,Cash
T0000123,2025-07-01 13:49:25,S1054,I04,Cold Coffee,Beverages,1,59.1,0,Card
T0000124,2025-07-01 13:16:56,S1111,I06,Poha,Breakfast,1,30.52,0,Cash
T0000125,2025-07-01 09:52:49,S1046,I02,Samosa,Snacks,1,15.4,5,Cash
T0000126,2025-07-01 08:12:32,S1346,I01,Veg Puff,Snacks,2,25.02,0,UPI
T0000127,2025-07-01 14:55:07,S1191,I04,Cold Coffee,Beverages,2,60.06,0,UPI
T0000128,2025-07-01 09:18:06,S1255,I06,Poha,Breakfast,1,29.33,0,Card
T0000129,2025-07-01 08:58:12,S1283,I01,Veg Puff,Snacks,1,25.88,0,Card
T0000130,2025-07-01 18:33:12,S1212,I05,Cutting Chai,Beverages,1,10.47,0,UPI
T0000131,2025-07-01 13:41:46,S1377,I03,Masala Sandwich,Sandwiches,2,44.69,0,UPI
T0000132,2025-07-01 08:43:51,S1343,I05,Cutting Chai,Beverages,2,8.97,10,UPI
T0000132,2025-07-01 08:43:51,S1339,I01,Veg Puff,Snacks,1,25.43,0,UPI
T0000133,2025-07-01 08:36:53,S1169,I02,Samosa,Snacks,2,15.41,0,Card
T0000133,2025-07-01 08:36:53,S1379,I04,Cold Coffee,Beverages,2,59.96,0,Cash
T0000134,2025-07-01 18:38:31,S1271,I06,Poha,Breakfast,3,30.22,0,Cash
T0000135,2025-07-01 14:26:47,S1025,I03,Masala Sandwich,Sandwiches,1,44.42,0,Card
T0000135,2025-07-01 14:26:47,S1057,I02,Samosa,Snacks,1,14.76,0,Card
T0000136,2025-07-01 18:45:25,S1375,I03,Masala Sandwich,Sandwiches,2,45.08,0,UPI
T0000137,2025-07-01 14:25:48,S1383,I03,Masala Sandwich,Sandwiches,3,45.67,0,UPI
T0000138,2025-07-01 14:19:54,S1230,I02,Samosa,Snacks,3,15.15,0,Card
T0000138,2025-07-01 14:19:54,S1023,I05,Cutting Chai,Beverages,3,9.31,0,UPI
T0000139,2025-07-01 19:18:52,S1328,I02,Samosa,Snacks,3,14.86,15,Cash
T0000140,2025-07-01 14:45:52,S1330,I02,Samosa,Snacks,1,15.63,0,Cash
T0000141,2025-07-01 12:48:22,S1270,I05,Cutting Chai,Beverages,1,11.03,0,UPI
T0000141,2025-07-01 12:48:22,S1280,I06,Poha,Breakfast,2,30.34,0,UPI
T0000142,2025-07-01 14:26:25,S1345,I05,Cutting Chai,Beverages,4,10.5,15,Card
T0000143,2025-07-01 17:09:15,S1119,I04,Cold Coffee,Beverages,3,58.95,5,Cash
T0000143,2025-07-01 17:09:15,S1340,I01,Veg Puff,Snacks,3,25.32,0,Card
T0000144,2025-07-01 12:05:35,S1019,I02,Samosa,Snacks,1,15.92,0,Cash
T0000144,2025-07-01 12:05:35,S1385,I03,Masala Sandwich,Sandwiches,3,45.29,0,Cash
T0000145,2025-07-01 18:28:37,S1143,I03,Masala Sandwich,Sandwiches,2,45.17,0,UPI
T0000145,2025-07-01 18:28:37,S1112,I02,Samosa,Snacks,3,14.35,0,Card
T0000146,2025-07-01 09:00:15,S1031,I05,Cutting Chai,Beverages,1,9.51,0,UPI
T0000147,2025-07-01 12:12:01,S1295,I03,Masala Sandwich,Sandwiches,1,45.3,0,UPI
T0000148,2025-07-01 13:44:01,S1124,I04,Cold Coffee,Beverages,1,59.71,0,UPI
T0000149,2025-07-01 19:39:52,S1263,I05,Cutting Chai,Beverages,1,9.88,0,UPI
T0000150,2025-07-01 08:59:20,S1082,I02,Samosa,Snacks,1,15.17,10,UPI
T0000150,2025-07-01 08:59:20,S1268,I06,Poha,Breakfast,1,29.18,0,Cash
T0000151,2025-07-01 18:19:41,S1194,I01,Veg Puff,Snacks,2,23.66,0,UPI
T0000152,2025-07-01 13:14:34,S1090,I02,Samosa,Snacks,1,14.54,0,Cash
T0000153,2025-07-01 13:11:05,S1163,I01,Veg Puff,Snacks,2,24.32,0,Cash
T0000154,2025-07-01 14:48:22,S1052,I05,Cutting Chai,Beverages,1,10.33,0,Cash
T0000155,2025-07-01 18:10:45,S1330,I05,Cutting Chai,Beverages,4,9.8,0,UPI
T0000156,2025-07-01 08:43:32,S1067,I01,Veg Puff,Snacks,1,24.57,0,UPI
T0000156,2025-07-01 08:43:32,S1105,I03,Masala Sandwich,Sandwiches,3,45.4,15,UPI
T0000157,2025-07-01 12:37:22,S1301,I02,Samosa,Snacks,3,15.39,0,Cash
T0000157,2025-07-01 12:37:22,S1091,I04,Cold Coffee,Beverages,3,60.3,0,UPI
T0000158,2025-07-01 09:11:54,S1076,I04,Cold Coffee,Beverages,1,60.56,0,Cash
T0000159,2025-07-01 09:36:47,S1336,I01,Veg Puff,Snacks,2,24.85,0,Cash
T0000160,2025-07-01 08:55:07,S1326,I06,Poha,Breakfast,3,28.79,0,Card
T0000161,2025-07-01 19:14:24,S1276,I02,Samosa,Snacks,1,14.75,0,UPI
T0000162,2025-07-01 17:13:09,S1033,I04,Cold Coffee,Beverages,4,59.06,0,Card
T0000162,2025-07-01 17:13:09,S1093,I01,Veg Puff,Snacks,1,26.02,15,Card
T0000163,2025-07-01 08:26:03,S1278,I05,Cutting Chai,Beverages,1,10.7,0,Card
T0000164,2025-07-01 12:56:59,S1086,I01,Veg Puff,Snacks,1,24.65,0,Cash
T0000165,2025-07-01 13:14:00,S1276,I05,Cutting Chai,Beverages,2,11.06,5,Card
T0000166,2025-07-01 13:33:36,S1313,I02,Samosa,Snacks,3,15.6,15,Cash
T0000166,2025-07-01 13:33:36,S1188,I01,Veg Puff,Snacks,1,24.29,15,Cash
T0000167,2025-07-01 13:13:05,S1378,I03,Masala Sandwich,Sandwiches,3,45.22,0,UPI
T0000168,2025-07-01 09:10:59,S1272,I01,Veg Puff,Snacks,1,25.11,0,Card
T0000168,2025-07-01 09:10:59,S1179,I06,Poha,Breakfast,3,30.59,10,Card
T0000169,2025-07-01 18:44:00,S1219,I03,Masala Sandwich,Sandwiches,6,44.52,0,UPI
T0000169,2025-07-01 18:44:00,S1104,I02,Samosa,Snacks,1,13.03,0,Cash
T0000170,2025-07-01 14:34:08,S1096,I06,Poha,Breakfast,1,29.62,0,UPI
T0000171,2025-07-01 14:25:07,S1335,I01,Veg Puff,Snacks,3,25.79,0,UPI
T0000172,2025-07-01 12:11:46,S1137,I06,Poha,Breakfast,1,30.19,25,UPI
T0000172,2025-07-01 12:11:46,S1241,I01,Veg Puff,Snacks,1,25.4,0,Cash
T0000173,2025-07-01 08:41:12,S1390,I04,Cold Coffee,Beverages,1,58.34,0,Cash
T0000174,2025-07-01 09:05:17,S1017,I03,Masala Sandwich,Sandwiches,2,44.83,0,Cash
T0000175,2025-07-01 14:05:15,S1200,I03,Masala Sandwich,Sandwiches,1,45.11,0,Card
T0000176,2025-07-01 13:50:33,S1249,I02,Samosa,Snacks,1,14.95,0,Card
T0000177,2025-07-01 19:16:28,S1136,I05,Cutting Chai,Beverages,4,9.43,0,UPI
T0000177,2025-07-01 19:16:28,S1277,I04,Cold Coffee,Beverages,1,59.97,0,Cash
T0000178,2025-07-01 14:45:02,S1279,I03,Masala Sandwich,Sandwiches,2,44.9,0,Card
T0000178,2025-07-01 14:45:02,S1159,I05,Cutting Chai,Beverages,2,10.16,0,Card
T0000179,2025-07-01 08:31:42,S1145,I06,Poha,Breakfast,1,30.65,0,Cash
T0000180,2025-07-01 18:04:17,S1123,I02,Samosa,Snacks,2,14.25,0,Cash
T0000181,2025-07-01 19:17:00,S1147,I01,Veg Puff,Snacks,2,25.26,0,UPI
T0000181,2025-07-01 19:17:00,S1250,I06,Poha,Breakfast,4,29.29,10,Card
T0000182,2025-07-01 19:42:19,S1133,I06,Poha,Breakfast,1,29.96,0,Card
T0000183,2025-07-01 13:42:43,S1049,I02,Samosa,Snacks,2,15.89,0,Card
T0000184,2025-07-01 19:04:17,S1229,I02,Samosa,Snacks,5,15.68,0,UPI
T0000185,2025-07-01 08:49:23,S1306,I02,Samosa,Snacks,3,16.55,0,Card
T0000186,2025-07-01 09:59:13,S1242,I04,Cold Coffee,Beverages,1,61.42,0,Cash
T0000187,2025-07-01 08:24:02,S1399,I05,Cutting Chai,Beverages,2,10.09,0,Cash
T0000187,2025-07-01 08:24:02,S1211,I01,Veg Puff,Snacks,1,24.43,5,UPI
T0000188,2025-07-01 09:29:27,S1388,I05,Cutting Chai,Beverages,1,10.31,0,Cash
T0000188,2025-07-01 09:29:27,S1087,I04,Cold Coffee,Beverages,1,59.44,0,UPI
T0000189,2025-07-01 09:43:13,S1211,I02,Samosa,Snacks,3,15.85,5,Card
T0000189,2025-07-01 09:43:13,S1148,I03,Masala Sandwich,Sandwiches,2,46.56,5,UPI
T0000190,2025-07-01 08:28:19,S1296,I03,Masala Sandwich,Sandwiches,1,45.12,0,Cash
T0000190,2025-07-01 08:28:19,S1288,I02,Samosa,Snacks,1,14.19,0,Cash
T0000191,2025-07-02 12:23:58,S1210,I01,Veg Puff,Snacks,1,24.3,0,UPI
T0000191,2025-07-02 12:23:58,S1237,I03,Masala Sandwich,Sandwiches,1,45.01,0,Cash
T0000192,2025-07-02 08:33:57,S1049,I01,Veg Puff,Snacks,2,24.82,0,Cash
T0000193,2025-07-02 14:14:05,S1297,I03,Masala Sandwich,Sandwiches,2,44.53,0,Cash
T0000194,2025-07-02 13:08:42,S1320,I03,Masala Sandwich,Sandwiches,5,44.84,0,Card
T0000195,2025-07-02 18:52:03,S1147,I03,Masala Sandwich,Sandwiches,1,45.0,0,UPI
T0000196,2025-07-02 08:24:33,S1155,I02,Samosa,Snacks,1,15.73,0,Cash
T0000197,2025-07-02 08:19:33,S1112,I05,Cutting Chai,Beverages,2,9.73,0,Card
T0000198,2025-07-02 08:01:03,S1295,I04,Cold Coffee,Beverages,2,60.84,0,Card
T0000198,2025-07-02 08:01:03,S1131,I05,Cutting Chai,Beverages,1,9.24,0,UPI
T0000199,2025-07-02 17:43:24,S1072,I03,Masala Sandwich,Sandwiches,2,45.27,0,Card
T0000200,2025-07-02 09:25:03,S1008,I02,Samosa,Snacks,1,15.83,0,Card
T0000201,2025-07-02 08:54:40,S1129,I02,Samosa,Snacks,1,13.53,10,Card
T0000202,2025-07-02 14:46:34,S1048,I04,Cold Coffee,Beverages,1,60.94,0,Cash
T0000203,2025-07-02 19:49:12,S1217,I01,Veg Puff,Snacks,1,24.88,15,UPI
T0000204,2025-07-02 14:46:05,S1312,I04,Cold Coffee,Beverages,1,59.09,0,UPI
T0000204,2025-07-02 14:46:05,S1154,I05,Cutting Chai,Beverages,1,10.53,0,Cash
T0000205,2025-07-02 09:10:51,S1275,I03,Masala Sandwich,Sandwiches,1,45.61,0,Card
T0000205,2025-07-02 09:10:51,S1272,I01,Veg Puff,Snacks,1,24.63,10,UPI
T0000206,2025-07-02 14:19:13,S1232,I04,Cold Coffee,Beverages,3,59.41,10,Cash
T0000207,2025-07-02 09:13:26,S1355,I02,Samosa,Snacks,2,14.99,0,Cash
T0000207,2025-07-02 09:13:26,S1277,I04,Cold Coffee,Beverages,1,60.44,0,UPI
T0000208,2025-07-02 09:05:58,S1023,I03,Masala Sandwich,Sandwiches,2,45.08,0,Cash
T0000209,2025-07-02 19:39:26,S1045,I04,Cold Coffee,Beverages,1,60.12,10,Cash
T0000210,2025-07-02 14:29:07,S1357,I05,Cutting Chai,Beverages,4,10.38,0,Cash
T0000211,2025-07-02 08:59:04,S1390,I05,Cutting Chai,Beverages,1,10.09,0,Card
T0000212,2025-07-02 17:17:29,S1357,I06,Poha,Breakfast,1,30.09,0,UPI
T0000213,2025-07-02 19:08:34,S1155,I03,Masala Sandwich,Sandwiches,1,44.98,0,Cash
T0000213,2025-07-02 19:08:34,S1351,I05,Cutting Chai,Beverages,4,9.84,0,Card
T0000214,2025-07-02 18:49:48,S1112,I03,Masala Sandwich,Sandwiches,2,44.81,25,Cash
T0000215,2025-07-02 09:05:12,S1058,I06,Poha,Breakfast,2,29.4,0,Card
T0000216,2025-07-02 08:35:57,S1238,I02,Samosa,Snacks,1,14.54,0,Card
T0000217,2025-07-02 12:36:51,S1300,I02,Samosa,Snacks,1,15.1,0,UPI
T0000217,2025-07-02 12:36:51,S1161,I06,Poha,Breakfast,3,30.35,25,UPI
T0000218,2025-07-02 14:38:19,S1384,I03,Masala Sandwich,Sandwiches,2,44.01,0,UPI
T0000219,2025-07-02 18:15:27,S1251,I06,Poha,Breakfast,2,30.14,0,UPI
T0000220,2025-07-02 19:16:36,S1365,I01,Veg Puff,Snacks,2,24.99,0,Cash
